選舉區,登記日期,姓名,推薦之政黨,備註
臺南市新營區新南里,2022-08-31,沈崑寶,無,
臺南市新營區新東里,2022-08-31,翁媺麗,無,
臺南市新營區新東里,2022-09-01,盧素香,中國國民黨,
臺南市新營區永平里,2022-08-31,陳國安,無,
臺南市鹽水區水秀里,2022-08-29,顏秀盆,無,
臺南市鹽水區橋南里,2022-08-29,陳榮斌,無,
臺南市鹽水區橋南里,2022-08-31,顏士翔,無,
臺南市鹽水區汫水里,2022-08-31,顏瑞欽,無,
臺南市鹽水區汫水里,2022-09-02,黃湘茹,無,
臺南市鹽水區岸內里,2022-08-29,陳盈利,無,
臺南市鹽水區岸內里,2022-08-31,黃育洧,無,
臺南市鹽水區歡雅里,2022-08-29,趙榮其,無,
臺南市鹽水區津城里,2022-09-01,柯永茂,無,
臺南市鹽水區津城里,2022-09-02,鄭清山,無,
臺南市鹽水區月港里,2022-08-29,白春桐,無,
臺南市鹽水區月港里,2022-09-01,陳秀蓮,無,
臺南市鹽水區三明里,2022-08-29,吳明憲,無,
臺南市鹽水區三明里,2022-09-01,趙添成,無,
臺南市鹽水區三明里,2022-09-01,陳金印,無,
臺南市鹽水區義中里,2022-08-29,陳續賢,無,
臺南市鹽水區文昌里,2022-08-30,吳冠穎,無,
臺南市鹽水區文昌里,2022-08-31,王武龍,無,
臺南市鹽水區文昌里,2022-09-01,歐應德,無,
臺南市鹽水區竹林里,2022-08-31,佘美卿,無,
臺南市鹽水區竹林里,2022-09-01,楊漢霖,無,
臺南市鹽水區竹林里,2022-09-01,周忠信,無,
臺南市鹽水區三和里,2022-08-30,吳英瑤,無,
臺南市鹽水區三和里,2022-08-31,王坤泉,無,
臺南市鹽水區坔頭港里,2022-08-29,莊福順,無,
臺南市鹽水區坔頭港里,2022-09-01,張碩晉,無,
臺南市白河區白河里,2022-09-01,張正明,無,
臺南市白河區白河里,2022-09-02,沈美菊,無,
臺南市白河區永安里,2022-09-01,葉辛芳,無,
臺南市白河區外角里,2022-08-29,盛偉崇,無,
臺南市白河區庄內里,2022-08-31,張茂山,無,
臺南市白河區庄內里,2022-09-02,張國南,無,
臺南市白河區秀祐里,2022-08-30,胡峰誠,無,
臺南市白河區秀祐里,2022-09-01,王春棋,無,
臺南市白河區河東里,2022-08-29,劉朝仁,無,
臺南市白河區河東里,2022-09-01,夏明珠,無,
臺南市白河區虎山里,2022-08-31,吳建和,無,
臺南市白河區虎山里,2022-09-02,吳昕璨,民主進步黨,
臺南市白河區大林里,2022-09-01,吳進丁,無,
臺南市白河區大林里,2022-09-01,吳豐君,無,
臺南市白河區崁頭里,2022-08-30,陳惠君,無,
臺南市白河區六溪里,2022-08-30,鐘德銘,無,
臺南市白河區仙草里,2022-08-31,林裕欽,無,
臺南市白河區仙草里,2022-09-02,詹宗梧,無,
臺南市白河區關嶺里,2022-08-31,楊和男,無,
臺南市白河區關嶺里,2022-09-01,蔡宗羲,無,
臺南市白河區大竹里,2022-08-29,陳國禎,無,
臺南市白河區竹門里,2022-08-29,余英輝,無,
臺南市白河區竹門里,2022-09-01,陳新店,無,
臺南市白河區竹門里,2022-09-01,潘偉哲,無,
臺南市白河區崎內里,2022-08-29,林志鴻,無,
臺南市白河區崎內里,2022-08-29,羅進華,無,
臺南市白河區崎內里,2022-09-01,郭美珠,無,
臺南市白河區昇安里,2022-08-31,張春美,無,
臺南市白河區汴頭里,2022-08-29,劉佳銘,無,
臺南市白河區汴頭里,2022-08-31,洪木田,無,
臺南市白河區汴頭里,2022-09-01,吳春輝,無,
臺南市白河區汴頭里,2022-09-02,李進財,無,
臺南市白河區內角里,2022-09-01,魏童昆,無,
臺南市白河區內角里,2022-09-02,魏榮俊,無,
臺南市白河區詔豐里,2022-08-29,曾中成,無,
臺南市白河區詔豐里,2022-08-31,詹海寶,無,
臺南市白河區廣蓮里,2022-08-29,包永松,無,
臺南市白河區廣蓮里,2022-08-31,賴俊霖,無,
臺南市白河區馬稠後里,2022-08-30,李寶珠,無,
臺南市白河區馬稠後里,2022-09-01,陳石圍,無,
臺南市白河區馬稠後里,2022-09-01,鄭坤鐘,無,
臺南市柳營區士林里,2022-08-29,蔡金生,無,
臺南市柳營區士林里,2022-08-31,蔡嘉賢,無,
臺南市柳營區光福里,2022-08-31,黃啟峰,無,
臺南市柳營區光福里,2022-09-01,劉明正,無,
臺南市柳營區中埕里,2022-08-29,王天河,無,
臺南市柳營區中埕里,2022-08-30,王玉葉,無,
臺南市柳營區東昇里,2022-08-29,楊清風,無,
臺南市柳營區東昇里,2022-09-01,吳小麗,無,
臺南市柳營區八翁里,2022-08-31,林靜芳,無,
臺南市柳營區人和里,2022-09-01,施明朝,無,
臺南市柳營區人和里,2022-09-01,王燕銘,無,
臺南市柳營區太康里,2022-08-29,林國明,無,
臺南市柳營區太康里,2022-08-31,楊景棠,無,
臺南市柳營區重溪里,2022-08-31,蔡明宏,無,
臺南市柳營區篤農里,2022-09-01,陳献堂,無,
臺南市柳營區篤農里,2022-09-02,連春棠,無,
臺南市柳營區大農里,2022-08-29,吳峰欽,無,
臺南市柳營區大農里,2022-08-31,連張素珠,無,
臺南市柳營區神農里,2022-09-02,蔡明燈,無,
臺南市柳營區果毅里,2022-08-29,李崑榮,無,
臺南市柳營區果毅里,2022-08-30,張順士,無,
臺南市柳營區旭山里,2022-08-30,張文獻,無,
臺南市後壁區後壁里,2022-09-01,陳志成,無,
臺南市後壁區侯伯里,2022-08-30,廖義順,無,
臺南市後壁區侯伯里,2022-09-01,廖俊斌,無,
臺南市後壁區嘉苳里,2022-08-31,蔡德聖,無,
臺南市後壁區嘉苳里,2022-09-02,張運格,無,
臺南市後壁區土溝里,2022-08-31,林木己,無,
臺南市後壁區竹新里,2022-08-31,王振銘,無,
臺南市後壁區竹新里,2022-09-01,蔡宗哲,無,
臺南市後壁區竹新里,2022-09-02,張丁元,無,
臺南市後壁區新東里,2022-09-01,徐育新,無,
臺南市後壁區頂安里,2022-08-29,白武忠,無,
臺南市後壁區頂安里,2022-08-31,林丁和,無,
臺南市後壁區長安里,2022-08-29,林登財,無,
臺南市後壁區長安里,2022-09-01,黃秀梅,無,
臺南市後壁區福安里,2022-09-01,林明智,無,
臺南市後壁區菁寮里,2022-08-30,殷献政,無,
臺南市後壁區菁寮里,2022-08-31,張文哲,無,
臺南市後壁區新嘉里,2022-08-29,張細雲,民主進步黨,
臺南市後壁區新嘉里,2022-08-30,李崑木,無,
臺南市後壁區長短樹里,2022-08-31,黃麗盆,無,
臺南市後壁區長短樹里,2022-09-01,蕭國瑞,無,
臺南市後壁區上茄苳里,2022-08-31,黃崑茂,無,
臺南市後壁區上茄苳里,2022-09-01,賴足梅,無,
臺南市後壁區菁豐里,2022-08-29,楊玉年,無,
臺南市東山區東山里,2022-08-31,卓睿杰,無,
臺南市東山區東中里,2022-08-30,蘇木武,無,
臺南市東山區東正里,2022-08-31,蘇明田,無,
臺南市東山區三榮里,2022-08-31,白進德,無,
臺南市東山區大客里,2022-09-01,楊蒼文,無,
臺南市東山區科里里,2022-08-31,黃慶華,無,
臺南市東山區科里里,2022-09-02,王元正,無,
臺南市東山區科里里,2022-09-02,李翊宸,無,
臺南市東山區科里里,2022-09-02,王志榮,無,
臺南市東山區東河里,2022-08-29,鐘婕瑜,民主進步黨,
臺南市東山區東河里,2022-08-31,吳火生,無,
臺南市東山區東河里,2022-08-31,段炎騰,無,
臺南市東山區南溪里,2022-09-01,洪志忠,無,
臺南市東山區水雲里,2022-08-30,劉庭興,無,
臺南市東山區水雲里,2022-08-30,黃瑞興,無,
臺南市東山區水雲里,2022-08-31,陳福松,無,
臺南市東山區林安里,2022-08-30,李進生,無,
臺南市東山區林安里,2022-08-31,楊琇雯,無,
臺南市東山區東原里,2022-09-01,葉孟亮,無,
臺南市東山區嶺南里,2022-08-29,陳慶銘,無,
臺南市東山區南勢里,2022-08-31,何致周,民主進步黨,
臺南市東山區南勢里,2022-09-02,陳玉香,無,
臺南市東山區青山里,2022-08-31,沈淑惠,無,
臺南市東山區青山里,2022-08-31,李鳳英,無,
臺南市東山區高原里,2022-08-30,羅献龍,無,
臺南市東山區聖賢里,2022-08-29,林宗勳,無,
臺南市東山區聖賢里,2022-08-30,林俊儀,無,
臺南市麻豆區東角里,2022-08-29,林釗洧,無,
臺南市麻豆區晋江里,2022-09-01,榮志強,無,
臺南市麻豆區巷口里,2022-09-01,莊信哲,無,
臺南市麻豆區巷口里,2022-09-01,黃郁玲,無,
臺南市麻豆區中興里,2022-08-31,吳振和,無,
臺南市麻豆區興農里,2022-08-30,孫施秀蘭,無,
臺南市麻豆區油車里,2022-08-30,施福春,無,
臺南市麻豆區北勢里,2022-08-29,莊福定,無,
臺南市麻豆區北勢里,2022-08-29,蔡明全,無,
臺南市麻豆區北勢里,2022-08-30,莊嘉富,無,
臺南市麻豆區大埕里,2022-08-31,陳焜儔,民主進步黨,
臺南市麻豆區大埕里,2022-09-02,陳秋雲,無,
臺南市麻豆區南勢里,2022-08-31,陳益隆,無,
臺南市麻豆區南勢里,2022-08-31,陳天誠,無,
臺南市麻豆區南勢里,2022-08-31,吳彥龍,無,
臺南市麻豆區寮廍里,2022-08-31,陳發強,無,
臺南市麻豆區寮廍里,2022-09-01,黃煌証,無,
臺南市麻豆區埤頭里,2022-09-02,李開通,無,
臺南市麻豆區海埔里,2022-09-01,莊宗軒,無,
臺南市麻豆區海埔里,2022-09-02,陳王華,無,
臺南市麻豆區港尾里,2022-08-31,蔡淑綢,無,
臺南市麻豆區麻口里,2022-08-31,鍾慧琴,無,
臺南市麻豆區安業里,2022-08-29,李士博,無,
臺南市麻豆區安業里,2022-09-02,李永達,無,
臺南市麻豆區安正里,2022-09-01,李勝忠,無,
臺南市麻豆區新興里,2022-08-31,葉侑,無,
臺南市麻豆區新興里,2022-09-01,王新添,無,
臺南市麻豆區謝厝寮里,2022-08-29,江茂晟,民主進步黨,
臺南市麻豆區謝厝寮里,2022-09-02,謝德道,無,
臺南市麻豆區井東里,2022-08-29,王進文,無,
臺南市麻豆區清水里,2022-08-30,李勝平,無,
臺南市下營區下營里,2022-09-01,姜協成,無,
臺南市下營區仁里里,2022-08-31,楊明輝,無,
臺南市下營區仁里里,2022-08-31,姜美芬,無,
臺南市下營區仁里里,2022-09-01,陳英佐,無,
臺南市下營區仁里里,2022-09-02,曾冠雄,無,
臺南市下營區宅內里,2022-08-30,曾進發,無,
臺南市下營區宅內里,2022-08-31,曾麗玉,民主進步黨,
臺南市下營區後街里,2022-09-02,洪丙丁,無,
臺南市下營區新興里,2022-08-31,林秉融,無,
臺南市下營區新興里,2022-09-01,洪崑法,無,
臺南市下營區營前里,2022-08-31,姜德楠,無,
臺南市下營區營前里,2022-09-01,姜忠志,無,
臺南市下營區開化里,2022-09-01,陳瑞吉,無,
臺南市下營區開化里,2022-09-01,王清得,無,
臺南市下營區西連里,2022-08-29,曾澤羲,無,
臺南市下營區西連里,2022-08-31,林文祥,無,
臺南市下營區賀建里,2022-08-30,吳志弘,無,
臺南市下營區賀建里,2022-09-01,柯玉堂,無,
臺南市下營區茅營里,2022-08-31,馮朝義,無,
臺南市下營區茅營里,2022-09-02,馮政凱,無,
臺南市下營區大吉里,2022-08-30,李宗益,無,
臺南市下營區紅甲里,2022-09-01,顏榮泰,無,
臺南市六甲區六甲里,2022-08-30,李鴻榮,無,
臺南市六甲區甲東里,2022-08-29,陳子文,無,
臺南市六甲區甲東里,2022-09-01,陳素慧,無,
臺南市六甲區甲南里,2022-08-31,劉國賢,無,
臺南市六甲區七甲里,2022-08-31,蔡淵湶,無,
臺南市六甲區二甲里,2022-08-31,周朝明,無,
臺南市六甲區二甲里,2022-09-02,林昆龍,無,
臺南市六甲區水林里,2022-08-31,李宗霖,無,
臺南市六甲區中社里,2022-08-29,王新木,無,
臺南市六甲區中社里,2022-08-30,陳仙藏,無,
臺南市六甲區中社里,2022-08-30,陳莞淇,無,
臺南市六甲區中社里,2022-08-31,高敬泰,無,
臺南市六甲區中社里,2022-09-01,李黃阿鳳,無,
臺南市六甲區龜港里,2022-09-01,吳文榮,無,
臺南市六甲區龜港里,2022-09-01,許文祥,無,
臺南市六甲區菁埔里,2022-08-31,蔡明賢,無,
臺南市六甲區菁埔里,2022-09-01,蔡清吉,無,
臺南市六甲區王爺里,2022-08-29,林義雄,無,
臺南市六甲區王爺里,2022-09-01,許峯榮,無,
臺南市六甲區大丘里,2022-09-01,何成章,無,
臺南市六甲區大丘里,2022-09-01,陳清春,無,
臺南市官田區官田里,2022-09-01,許素珍,無,
臺南市官田區官田里,2022-09-02,陳泰興,無,
臺南市官田區二鎮里,2022-08-31,陳麒麟,無,
臺南市官田區大崎里,2022-08-29,陳延海,無,
臺南市官田區大崎里,2022-08-30,陳昭崑,無,
臺南市官田區大崎里,2022-09-01,林慶陽,無,
臺南市官田區隆田里,2022-09-01,洪榮典,無,
臺南市官田區隆田里,2022-09-02,羅登基,無,
臺南市官田區隆田里,2022-09-02,葉燈燦,無,
臺南市官田區隆本里,2022-09-02,陳果生,無,
臺南市官田區南廍里,2022-08-31,李榮吉,無,
臺南市官田區南廍里,2022-09-01,李清林,無,
臺南市官田區社子里,2022-08-29,陳添財,無,
臺南市官田區社子里,2022-08-31,陳啓章,無,
臺南市官田區烏山頭里,2022-08-31,胡宏孟,無,
臺南市官田區渡拔里,2022-08-31,,無,
臺南市官田區渡拔里,2022-09-01,胡義全,無,
臺南市官田區東西庄里,2022-08-31,胡漢榮,無,
臺南市官田區東西庄里,2022-09-01,陳振昆,無,
臺南市官田區東西庄里,2022-09-02,陳冠谷,無,
臺南市大內區石湖里,2022-09-01,陳燕姿,無,
臺南市大內區石林里,2022-08-31,楊士人,無,
臺南市大內區石城里,2022-08-31,,無,
臺南市大內區石城里,2022-09-01,孫偉翔,無,
臺南市大內區內江里,2022-08-31,陳俊佑,無,
臺南市大內區大內里,2022-08-31,楊王鳳嬌,無,
臺南市大內區大內里,2022-09-01,沈毓萃,無,
臺南市大內區內郭里,2022-08-30,楊國欽,無,
臺南市大內區內郭里,2022-08-31,楊新樂,無,
臺南市大內區內郭里,2022-08-31,楊文三,無,
臺南市大內區頭社里,2022-08-31,羅文宗,無,
臺南市大內區頭社里,2022-08-31,羅進成,無,
臺南市大內區環湖里,2022-08-31,陳義男,無,
臺南市大內區二溪里,2022-08-31,葉榮州,無,
臺南市大內區二溪里,2022-09-02,李俊毅,無,
臺南市大內區曲溪里,2022-08-29,楊春寶,無,
臺南市佳里區東寧里,2022-08-31,陳福全,無,
臺南市佳里區東寧里,2022-08-31,鄭豐進,無,
臺南市佳里區忠仁里,2022-08-31,楊林錦鴦,無,
臺南市佳里區鎮山里,2022-08-31,陳信祿,無,
臺南市佳里區建南里,2022-08-29,楊志唯,無,
臺南市佳里區建南里,2022-08-29,陳俊銘,無,
臺南市佳里區建南里,2022-08-30,楊恩榜,無,
臺南市佳里區建南里,2022-08-31,李宗陽,無,
臺南市佳里區建南里,2022-09-01,王瑞榮,無,
臺南市佳里區安西里,2022-08-31,林國賓,無,
臺南市佳里區安西里,2022-09-01,陳雅慧,無,
臺南市佳里區六安里,2022-08-31,林佩玲,無,
臺南市佳里區佳化里,2022-08-31,張清水,無,
臺南市佳里區海澄里,2022-08-29,謝文賓,無,
臺南市佳里區海澄里,2022-08-30,楊定昌,無,
臺南市佳里區民安里,2022-08-31,林淑眞,無,
臺南市佳里區民安里,2022-08-31,周天財,無,
臺南市佳里區子龍里,2022-08-31,謝清安,無,
臺南市佳里區營溪里,2022-08-31,莊榮堯,無,
臺南市佳里區文新里,2022-08-30,任文才,無,
臺南市佳里區文新里,2022-09-01,柯淑華,無,
臺南市佳里區佳興里,2022-08-31,楊江進,無,
臺南市佳里區佳興里,2022-08-31,林黃秋香,無,
臺南市佳里區佳興里,2022-08-31,黃博亮,無,
臺南市佳里區下營里,2022-08-29,,無,
臺南市佳里區下營里,2022-08-31,林秉達,無,
臺南市佳里區下營里,2022-09-02,楊旻嬌,無,
臺南市佳里區塭內里,2022-08-31,黃明輝,無,
臺南市佳里區塭內里,2022-09-02,黃錦成,無,
臺南市佳里區南勢里,2022-08-31,黃進福,無,
臺南市佳里區南勢里,2022-09-02,陳傳明,無,
臺南市學甲區仁得里,2022-09-01,林嘉雄,無,
臺南市學甲區新榮里,2022-09-01,賴文龍,無,
臺南市學甲區新榮里,2022-09-02,陳敏郎,無,
臺南市學甲區新榮里,2022-09-02,謝佑敏,無,
臺南市學甲區光華里,2022-08-31,邱益在,無,
臺南市學甲區宅港里,2022-08-29,李建彰,無,
臺南市學甲區宅港里,2022-08-31,莊天明,無,
臺南市學甲區慈福里,2022-08-31,李新進,無,
臺南市學甲區慈福里,2022-09-02,李勢利,無,
臺南市學甲區秀昌里,2022-08-31,謝金雀,無,
臺南市學甲區明宜里,2022-08-29,邱福進,無,
臺南市學甲區明宜里,2022-08-30,凃志宏,無,
臺南市學甲區豐和里,2022-08-29,賴清田,無,
臺南市學甲區平和里,2022-08-29,陳學先,無,
臺南市學甲區新達里,2022-08-31,陳敏男,無,
臺南市學甲區大灣里,2022-08-29,王登教,無,
臺南市學甲區三慶里,2022-08-30,郭炳洪,無,
臺南市學甲區三慶里,2022-08-31,郭博洋,無,
臺南市學甲區三慶里,2022-09-02,郭壬貴,無,
臺南市學甲區中洲里,2022-08-29,林清發,無,
臺南市西港區西港里,2022-08-31,徐國安,無,
臺南市西港區南海里,2022-08-30,黃光暉,無,
臺南市西港區港東里,2022-08-31,方郭秀雲,無,
臺南市西港區,2022-08-30,謝文賢,無,
臺南市西港區後營里,2022-08-31,方隆民,無,
臺南市西港區後營里,2022-09-01,蔡貴全,無,
臺南市西港區營西里,2022-08-31,方世雄,無,
臺南市西港區金砂里,2022-08-31,黃金清,無,
臺南市西港區劉厝里,2022-08-30,王明祥,無,
臺南市西港區劉厝里,2022-08-31,劉盈發,無,
臺南市西港區劉厝里,2022-09-02,楊明璋,無,
臺南市西港區竹林里,2022-08-31,郭慶郎,無,
臺南市西港區竹林里,2022-09-01,郭水龍,無,
臺南市西港區永樂里,2022-08-31,郭吉山,無,
臺南市西港區新復里,2022-08-31,黃國文,無,
臺南市西港區慶安里,2022-08-31,吳明欽,無,
臺南市七股區後港里,2022-08-29,蘇龍標,無,
臺南市七股區後港里,2022-09-01,吳純華,無,
臺南市七股區大潭里,2022-08-31,陳中正,無,
臺南市七股區大潭里,2022-09-02,許益誌,無,
臺南市七股區篤加里,2022-08-29,邱秩明,無,
臺南市七股區篤加里,2022-08-30,邱炳貴,無,
臺南市七股區篤加里,2022-09-01,邱聰賢,無,
臺南市七股區篤加里,2022-09-01,邱景得,無,
臺南市七股區頂山里,2022-08-30,陳俊德,無,
臺南市七股區頂山里,2022-08-31,陳博靜,無,
臺南市七股區西寮里,2022-08-29,柯勝强,無,
臺南市七股區塩埕里,2022-08-31,謝勝江,無,
臺南市七股區塩埕里,2022-09-02,陳祈豪,無,
臺南市七股區龍山里,2022-08-30,王文財,無,
臺南市七股區溪南里,2022-08-30,侯銘煌,無,
臺南市七股區溪南里,2022-08-31,黃郁智,無,
臺南市七股區七股里,2022-08-31,黃進士,無,
臺南市七股區玉成里,2022-09-01,陳國慶,無,
臺南市七股區大埕里,2022-08-29,陳清文,無,
臺南市七股區大埕里,2022-08-29,黃中燦,無,
臺南市七股區樹林里,2022-08-30,黃寶田,無,
臺南市七股區中寮里,2022-08-31,許全田,無,
臺南市七股區竹橋里,2022-09-01,郭信忠,無,
臺南市七股區義合里,2022-08-30,黃文乾,無,
臺南市七股區永吉里,2022-08-29,莊弘松,無,
臺南市七股區三股里,2022-08-31,黃仙立,無,
臺南市七股區十份里,2022-08-29,張明漢,無,
臺南市七股區十份里,2022-08-29,張莉妍,無,
臺南市七股區十份里,2022-09-01,張麗惠,無,
臺南市將軍區長榮里,2022-09-01,謝杉,無,
臺南市將軍區長榮里,2022-09-01,陳靜雅,無,
臺南市將軍區長榮里,2022-09-01,黃美雲,無,
臺南市將軍區玉山里,2022-08-30,邱家和,無,
臺南市將軍區玉山里,2022-08-31,王朝和,無,
臺南市將軍區廣山里,2022-09-02,吳泰源,無,
臺南市將軍區長沙里,2022-08-30,,無,
臺南市將軍區平沙里,2022-08-29,吳志凱,無,
臺南市將軍區鯤鯓里,2022-08-29,王燕宗,無,
臺南市將軍區鯤鯓里,2022-08-29,李健長,無,
臺南市將軍區鯤鯓里,2022-09-01,周益東,無,
臺南市將軍區鯤溟里,2022-08-29,王志宏,無,
臺南市將軍區鯤溟里,2022-09-02,周吉明,無,
臺南市將軍區巷埔里,2022-08-29,吳武宗,無,
臺南市將軍區巷埔里,2022-08-29,陳龍毅,無,
臺南市將軍區西甲里,2022-08-30,陳麗如,無,
臺南市將軍區西甲里,2022-09-01,戴大川,無,
臺南市將軍區忠嘉里,2022-08-31,何火生,民主進步黨,
臺南市將軍區忠嘉里,2022-09-01,,無,
臺南市將軍區苓仔寮里,2022-08-31,黃明道,無,
臺南市將軍區苓仔寮里,2022-09-01,黃信升,無,
臺南市將軍區將軍里,2022-08-30,吳儒益,無,
臺南市將軍區將軍里,2022-09-01,吳荏豪,無,
臺南市北門區保吉里,2022-08-29,王忠城,無,
臺南市北門區保吉里,2022-08-31,曾博昀,無,
臺南市北門區保吉里,2022-09-01,洪銘顯,無,
臺南市北門區保吉里,2022-09-01,王俊銘,無,
臺南市北門區雙春里,2022-08-29,李連興,無,
臺南市北門區北門里,2022-08-29,侯明順,無,
臺南市北門區北門里,2022-08-29,蔡士林,無,
臺南市北門區錦湖里,2022-08-29,陳國庸,無,
臺南市北門區錦湖里,2022-09-01,郭添貴,無,
臺南市北門區錦湖里,2022-09-02,郭新德,無,
臺南市北門區三光里,2022-08-31,侯進枝,無,
臺南市北門區三光里,2022-09-01,曾進祥,無,
臺南市北門區玉港里,2022-08-30,林妙香,無,
臺南市北門區玉港里,2022-08-31,陳來盛,無,
臺南市北門區慈安里,2022-08-29,林文模,無,
臺南市北門區慈安里,2022-09-01,陳錦文,無,
臺南市北門區永隆里,2022-08-29,王益,無,
臺南市北門區永隆里,2022-09-02,王武雄,無,
臺南市北門區蚵寮里,2022-08-29,洪松茂,無,
臺南市北門區蚵寮里,2022-08-31,洪承富,無,
臺南市北門區文山里,2022-08-29,李英信,無,
臺南市新化區武安里,2022-09-01,林保全,無,
臺南市新化區武安里,2022-09-02,王富泰,無,
臺南市新化區武安里,2022-09-02,林揚順,無,
臺南市新化區東榮里,2022-08-29,劉桂雄,無,
臺南市新化區東榮里,2022-08-29,金展儀,無,
臺南市新化區東榮里,2022-08-29,許明輝,無,
臺南市新化區護國里,2022-09-02,張國能,無,
臺南市新化區太平里,2022-08-29,李朝勝,無,
臺南市新化區協興里,2022-08-29,毛美麗,無,
臺南市新化區協興里,2022-08-31,賴明賢,無,
臺南市新化區協興里,2022-08-31,孫麒傑,無,
臺南市新化區協興里,2022-09-02,李明郎,無,
臺南市新化區唪口里,2022-08-31,蔡福成,無,
臺南市新化區北勢里,2022-08-31,鄭國正,無,
臺南市新化區豐榮里,2022-08-31,蔡朝明,無,
臺南市新化區豐榮里,2022-09-02,蔡素眞,無,
臺南市新化區全興里,2022-08-31,林慶隆,無,
臺南市新化區崙頂里,2022-08-29,林水鮫,無,
臺南市新化區知義里,2022-08-29,張嘉榮,無,
臺南市新化區山脚里,2022-08-30,林和村,無,
臺南市新化區大坑里,2022-08-30,黃永源,無,
臺南市新化區大坑里,2022-09-01,何明珠,無,
臺南市新化區𦰡拔里,2022-08-29,李瑞雄,無,
臺南市新化區羊林里,2022-08-31,黃啟展,無,
臺南市新化區礁坑里,2022-08-31,羅萬來,無,
臺南市善化區東關里,2022-08-31,張芳睿,無,
臺南市善化區坐駕里,2022-08-29,林怡珊,無,
臺南市善化區坐駕里,2022-08-31,鄭勝隆,無,
臺南市善化區光文里,2022-08-31,廖宛崢,無,
臺南市善化區光文里,2022-09-01,蔡振德,無,
臺南市善化區文昌里,2022-08-29,李立先,無,
臺南市善化區南關里,2022-08-31,許義方,無,
臺南市善化區文正里,2022-08-30,胡志賢,無,
臺南市善化區胡家里,2022-08-31,陳彥宏,無,
臺南市善化區胡厝里,2022-08-31,陳順隆,無,
臺南市善化區什乃里,2022-08-31,王榮勳,無,
臺南市善化區溪美里,2022-08-29,李志明,無,
臺南市善化區六分里,2022-08-29,蘇文俊,無,
臺南市善化區六分里,2022-08-30,李通連,無,
臺南市善化區六德里,2022-08-29,楊駕,無,
臺南市善化區六德里,2022-08-31,楊蘇秋香,無,
臺南市善化區田寮里,2022-08-31,胡石福,無,
臺南市善化區田寮里,2022-08-31,楊柳塘,無,
臺南市善化區牛庄里,2022-08-31,洪商騰,無,
臺南市善化區牛庄里,2022-09-01,蘇坤修,無,
臺南市善化區嘉北里,2022-08-31,梁楊玉華,無,
臺南市善化區嘉北里,2022-09-02,陳真亦,無,
臺南市善化區嘉南里,2022-08-31,林儀伍,無,
臺南市善化區小新里,2022-08-31,黃瑞芳,無,
臺南市善化區小新里,2022-09-01,黃信達,無,
臺南市善化區頂街里,2022-08-29,洪秉鴻,無,
臺南市善化區頂街里,2022-08-31,蘇坤欣,無,
臺南市善化區昌隆里,2022-08-29,蘇茂榕,無,
臺南市善化區蓮潭里,2022-08-31,陳紫晶,無,
臺南市新市區新市里,2022-09-01,鄭明堂,無,
臺南市新市區新和里,2022-09-01,李富文,無,
臺南市新市區社內里,2022-08-30,魏千富,無,
臺南市新市區社內里,2022-08-31,陳烱昌,無,
臺南市新市區大洲里,2022-08-29,陳明達,無,
臺南市新市區大洲里,2022-08-31,張雅倫,無,
臺南市新市區豐華里,2022-08-31,謝成,無,
臺南市新市區豐華里,2022-09-02,郭金龍,無,
臺南市新市區三舍里,2022-08-29,方進昌,無,
臺南市新市區三舍里,2022-08-31,林華郎,無,
臺南市新市區大營里,2022-09-01,朱文奎,無,
臺南市新市區大營里,2022-09-02,胡清泉,無,
臺南市新市區大社里,2022-08-31,張志強,無,
臺南市新市區大社里,2022-08-31,李清發,無,
臺南市新市區潭頂里,2022-08-31,李淑帆,無,
臺南市新市區潭頂里,2022-09-02,林芳甄,無,
臺南市新市區港墘里,2022-08-31,翁龍慶,無,
臺南市新市區港墘里,2022-08-31,張鋒文,無,
臺南市新市區港墘里,2022-09-01,李嘉誠,無,
臺南市新市區永就里,2022-08-31,李昭慶,無,
臺南市新市區永就里,2022-08-31,,無,
臺南市安定區蘇林里,2022-09-02,王同域,無,
臺南市安定區蘇林里,2022-09-02,楊國華,無,
臺南市安定區蘇厝里,2022-08-29,王南財,民主進步黨,
臺南市安定區蘇厝里,2022-08-31,張慶財,無,
臺南市安定區安定里,2022-08-30,歐陽春彥,無,
臺南市安定區安定里,2022-09-01,王燕陸,無,
臺南市安定區安加里,2022-09-01,丁主亮,無,
臺南市安定區安加里,2022-09-02,王美翔,無,
臺南市安定區港尾里,2022-09-01,鄭道隆,無,
臺南市安定區中榮里,2022-08-31,翁炳煙,無,
臺南市安定區中榮里,2022-08-31,翁添壽,無,
臺南市安定區港口里,2022-08-31,方文賢,無,
臺南市安定區港口里,2022-09-01,王國春,無,
臺南市安定區港口里,2022-09-02,王昶清,無,
臺南市安定區港南里,2022-08-30,王成章,無,
臺南市安定區港南里,2022-08-31,黃明雄,無,
臺南市安定區中沙里,2022-08-31,王猷欽,無,
臺南市安定區新吉里,2022-08-29,邱啓東,無,
臺南市安定區新吉里,2022-08-31,方振漢,無,
臺南市安定區海寮里,2022-08-29,王昭彬,無,
臺南市安定區文科里,2022-08-29,蕭瑞興,無,
臺南市安定區嘉同里,2022-08-31,王文章,無,
臺南市安定區嘉同里,2022-09-02,王茂林,無,
臺南市山上區明和里,2022-08-31,田財益,無,
